ticker,shortName,longName,symbol,exchange,quoteType,currency,sector,industry,fullTimeEmployees,regularMarketPrice,previousClose,open,dayLow,dayHigh,fiftyTwoWeekLow,fiftyTwoWeekHigh,regularMarketVolume,averageVolume,averageVolume10days,marketCap,enterpriseValue,trailingPE,forwardPE,priceToBook,beta,trailingEps,forwardEps,dividendRate,dividendYield,payoutRatio,profitMargins,grossMargins,operatingMargins,ebitdaMargins,revenueGrowth,earningsGrowth,totalRevenue,ebitda,recommendationKey,recommendationMean
MSFT,Microsoft Corporation,Microsoft Corporation,MSFT,NMS,EQUITY,USD,Technology,Software - Infrastructure,228000.0,465.95,450.86502,451.86,450.6,471.1,344.79,555.45,38000159,25197300,28363580,3463484014592,3481479413760.0,33.11656,24.914396,9.540336,1.073,14.07,18.70204,3.64,0.78,0.2361,0.35707,0.68764,0.48873,0.56646997,0.184,0.127,293812011008,166436995072,strong_buy,1.24138
MSTR,Strategy Inc,Strategy Inc,MSTR,NMS,EQUITY,USD,Technology,Software - Application,1546.0,163.11,160.98,160.885,158.75,168.955,149.75,457.22,11133093,19293240,22307010,47195004928,60824379392.0,6.6985626,3.3243427,0.894891,3.433,24.35,49.06534,,,0.0,16.67086,0.70122004,30.23399,23.15592,0.109,,474942016,10997716992,strong_buy,1.28571
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc.",MDLZ,NMS,EQUITY,USD,Consumer Defensive,Confectioners,90000.0,58.4,57.565,57.59,57.44,58.43,51.2,71.15,7905489,11102683,11173970,75566415872,95974932480.0,21.87266,18.602163,2.8785489,0.402,2.67,3.13942,2.0,3.42,0.7154,0.0938,0.31053,0.10837,0.14920999,0.059,-0.095,37645000704,5616999936,buy,1.84615
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",MPWR,NMS,EQUITY,USD,Technology,Semiconductors,4017.0,1063.74,1076.67,1077.61,1050.88,1087.44,438.86,1123.38,326665,690008,480240,50960592896,49709961216.0,27.324429,50.99647,14.282223,1.456,38.93,20.85909,6.24,0.59,0.1521,0.7122,0.55239,0.26477,0.27820998,0.189,0.258,2660968960,740320000,strong_buy,1.375
MNST,Monster Beverage Corporation,Monster Beverage Corporation,MNST,NMS,EQUITY,USD,Consumer Defensive,Beverages - Non-Alcoholic,5527.0,82.0,80.89,80.64,80.3,82.19,45.7,82.19,4393816,5590847,6201400,80115736576,77596729344.0,46.590908,36.182003,10.343088,0.46,1.76,2.26632,,,0.0,0.21654,0.55813,0.30738002,0.31192,0.168,0.395,7975330816,2487678976,buy,2.04
NFLX,"Netflix, Inc.","Netflix, Inc.",NFLX,NMS,EQUITY,USD,Communication Services,Entertainment,16000.0,86.085,83.575005,83.415,83.29,86.3,81.93,134.115,64520383,46268983,64310870,364769968128,371526074368.0,34.025692,22.53947,13.655616,1.711,2.53,3.8193,,,0.0,0.24304001,0.48487,0.24535,0.30233,0.176,0.327,45183037440,13659992064,buy,2.0
NVDA,NVIDIA Corporation,NVIDIA Corporation,NVDA,NMS,EQUITY,USD,Technology,Semiconductors,36000.0,187.68,184.72,187.485,186.8233,189.6,86.62,212.19,142748076,187417450,168905440,4569445171200,4510594891776.0,46.570717,24.488964,38.364674,2.314,4.03,7.66386,0.04,0.02,0.0099,0.53007,0.7005,0.63168997,0.60220003,0.625,0.667,187141996544,112696000512,strong_buy,1.34375
NXPI,NXP Semiconductors N.V.,NXP Semiconductors N.V.,NXPI,NMS,EQUITY,USD,Technology,Semiconductors,33100.0,232.475,236.75,235.58,229.065,236.62,148.09,255.45,2410781,2873445,2498360,58610339840,67171020800.0,28.736094,16.866255,5.8350697,1.466,8.09,13.78344,4.06,1.74,0.5014,0.17111,0.55401003,0.28238,0.33176,-0.024,-0.111,12044999680,3996000000,buy,1.51515
ORLY,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",ORLY,NMS,EQUITY,USD,Consumer Cyclical,Auto Parts,93269.0,99.23,98.88,98.725,98.615,99.63,83.30933,108.72,5028491,5566060,6103160,83951788032,91957592064.0,34.45486,30.036112,-93.967804,0.631,2.88,3.30369,,,0.0,0.14225,0.51474,0.20742,0.22158001,0.078,0.126,17463279616,3869545984,buy,1.60714
ODFL,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc.",ODFL,NMS,EQUITY,USD,Industrials,Trucking,21504.0,174.3,178.25,177.45,173.48,178.445,126.01,209.61,1656145,2243249,1997900,36632309760,36484259840.0,35.070423,34.37497,8.562165,1.276,4.97,5.07055,1.12,0.64,0.22129999,0.18967,0.39296,0.25655,0.3142,-0.043,-0.105,5574922240,1751644032,buy,2.5
PCAR,PACCAR Inc.,PACCAR Inc,PCAR,NMS,EQUITY,USD,Industrials,Farm & Heavy Construction Machinery,30100.0,122.0,123.56,123.625,121.41,123.79,84.65,124.53,2354963,3163390,2819630,64074932224,70976233472.0,23.92157,21.447796,3.3082056,1.024,5.1,5.68823,1.32,1.08,0.2529,0.091120005,0.14876,0.099209994,0.12946999,-0.19,-0.395,29531500544,3823399936,buy,2.38095
PLTR,Palantir Technologies Inc.,Palantir Technologies Inc.,PLTR,NMS,EQUITY,USD,Technology,Software - Infrastructure,4414.0,169.6,165.90001,167.205,166.3,171.99,66.12,207.52,30285671,45753898,36160090,404230799360,398126219264.0,403.80954,167.5525,61.338154,1.545,0.42,1.01222,,,0.0,0.28114,0.80807996,0.33296,0.22478001,0.628,2.0,3896163072,875796992,hold,2.80769
PANW,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",PANW,NMS,EQUITY,USD,Technology,Software - Infrastructure,16413.0,180.18,182.26999,182.85,179.7,184.72,144.15,223.61,5790965,5863934,6064100,125585457152,121804455936.0,113.32075,41.53824,14.389074,0.754,1.59,4.33769,,,0.0,0.11687,0.73467004,0.12005,0.14467,0.157,-0.041,9556500480,1382499968,buy,1.76364
PAYX,"Paychex, Inc.","Paychex, Inc.",PAYX,NMS,EQUITY,USD,Technology,Software - Application,19000.0,106.63,107.189995,106.86,106.47,107.855,106.47,161.24,2629631,3252870,2950870,38276698112,41790398464.0,24.069977,18.028208,9.864927,0.903,4.43,5.91462,4.32,4.05,0.9548,0.26446,0.73362,0.41667,0.47522,0.183,-0.035,6033900032,2867399936,hold,3.17647
PYPL,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",PYPL,NMS,EQUITY,USD,Financial Services,Credit Services,24400.0,56.62,57.149998,56.83,56.415,56.98,55.015,90.925,8758941,17003445,15656510,54093524992,54388613120.0,11.369477,9.843362,2.6379051,1.427,4.98,5.7521,0.56,0.99,0.0,0.14963001,0.41559,0.19198999,0.20142001,0.073,0.313,32861999104,6618999808,hold,2.63636
PDD,PDD Holdings Inc.,PDD Holdings Inc.,PDD,NMS,EQUITY,USD,Consumer Cyclical,Internet Retail,23465.0,106.375,106.072,106.65,106.2,107.64,87.11,139.41,5338551,8467336,12003180,151014899712,182337044480.0,10.766701,8.517815,2.6524608,0.006,9.88,12.488532,,,0.0,0.24435,0.56649,0.23113,0.22254999,0.09,0.165,418543632384,93147258880,buy,1.7561
PEP,"Pepsico, Inc.","PepsiCo, Inc.",PEP,NMS,EQUITY,USD,Consumer Defensive,Beverages - Non-Alcoholic,319000.0,144.58,144.40001,143.99,143.17,144.84,127.6,160.15,5870098,7651109,8416110,197941198848,240033038336.0,27.48669,16.899506,10.20901,0.421,5.26,8.55528,5.69,3.94,1.0561,0.078200005,0.54269004,0.16903,0.18422002,0.027,-0.108,92365996032,17016000512,hold,2.66667
QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated,QCOM,NMS,EQUITY,USD,Technology,Semiconductors,52000.0,155.82,157.74,156.68,154.8514,157.98,120.8,205.95,7106729,10402568,9821380,166883229696,172371214336.0,31.039843,12.633966,7.8916183,1.212,5.02,12.33342,3.56,2.28,0.6946,0.12512,0.55429,0.26235,0.31605,0.1,,44283998208,13996000256,buy,2.32432
REGN,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",REGN,NMS,EQUITY,USD,Healthcare,Biotechnology,15222.0,753.55,755.51,757.31,747.3,762.0,476.49,821.11,721175,1008519,925990,79866830848,71575724032.0,18.0491,16.793207,2.5022748,0.389,41.75,44.87231,3.52,0.47,0.0633,0.32131,0.45832002,0.29563,0.30517,0.009,0.18,14247799808,4348000256,buy,1.69231
ROP,"Roper Technologies, Inc.","Roper Technologies, Inc.",ROP,NMS,EQUITY,USD,Technology,Software - Application,18200.0,407.61,407.47998,406.02,405.85,412.0999,399.09,595.17,1712315,1053614,1198050,43874091008,53008191488.0,28.09166,18.864134,2.1944954,0.942,14.51,21.60767,3.64,0.89,0.22209999,0.20337,0.6896,0.28401,0.39513,0.143,0.082,7720999936,3050800128,buy,2.05
ROST,"Ross Stores, Inc.","Ross Stores, Inc.",ROST,NMS,EQUITY,USD,Consumer Cyclical,Apparel Retail,107000.0,188.55,187.01,186.915,186.12,188.85,122.36,194.92,1619959,2614555,2316230,61321412608,62112956416.0,29.507044,26.366463,10.374141,1.012,6.39,7.15113,1.62,0.86,0.2473,0.0947,0.3259,0.11578,0.14146,0.104,0.068,22027347968,3115994112,buy,1.77778
STX,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,STX,NMS,EQUITY,USD,Technology,Computer Hardware,30000.0,346.1,346.53,344.47,331.745,347.7,63.19,350.05,2957822,4120955,3230020,75405516800,77794459648.0,44.428757,20.90496,-1173.2205,1.619,7.79,16.55588,2.96,0.86,0.3697,0.17922,0.36995,0.26892,0.26051,0.213,0.723,9557999616,2489999872,buy,1.6
SHOP,Shopify Inc.,Shopify Inc.,SHOP,NMS,EQUITY,USD,Technology,Software - Application,8100.0,137.89,137.64,137.2,134.68,139.89,69.84,182.19,9622887,7969129,8770810,179511115776,174277115904.0,100.649635,74.62832,14.342625,2.84,1.37,1.84769,,,0.0,0.16650999,0.48747003,0.1737,0.16137,0.315,-0.688,10695999488,1726000000,buy,1.96154
SBUX,Starbucks Corporation,Starbucks Corporation,SBUX,NMS,EQUITY,USD,Consumer Cyclical,Restaurants,381000.0,97.62,95.83,97.095,95.76,97.89,75.5,117.46,11759837,10055888,10435790,111003705344,134172598272.0,59.889572,32.90292,-13.706824,0.964,1.63,2.96691,2.48,2.54,1.4969001,0.04992,0.23045999,0.10976,0.14669,0.055,-0.854,37184401408,5454499840,buy,2.33333
SNPS,"Synopsys, Inc.","Synopsys, Inc.",SNPS,NMS,EQUITY,USD,Technology,Software - Infrastructure,28000.0,501.39,509.47,507.52,496.86,509.71,365.74,651.73,1446579,2109831,1782260,95925043200,107256905728.0,62.130116,29.691801,3.2920344,1.119,8.07,16.88648,,,0.0,0.18886,0.81404996,0.053839996,0.18827999,0.378,-0.665,7054177792,1328146944,buy,1.64
TMUS,"T-Mobile US, Inc.","T-Mobile US, Inc.",TMUS,NMS,EQUITY,USD,Communication Services,Telecom Services,70000.0,186.03,185.39,184.51,183.91,186.94,181.36,276.49,4827853,5331313,6429080,209361698816,326095798272.0,17.921965,15.07699,3.4406037,0.44,10.38,12.33867,4.08,2.19,0.3391,0.13826999,0.63775,0.2223,0.37931,0.089,-0.077,85846999040,32562999296,buy,1.86207
TTWO,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",TTWO,NMS,EQUITY,USD,Communication Services,Electronic Gaming & Multimedia,12928.0,245.73,241.09999,241.25,240.94,245.82,181.86,264.79,1175338,1540352,1302460,45405700096,46801903616.0,,31.071121,13.2248,0.925,-22.78,7.90863,,,0.0,-0.64265,0.59538,-0.054970004,0.12356,0.311,,6219899904,768499968,strong_buy,1.31034
TSLA,"Tesla, Inc.","Tesla, Inc.",TSLA,NMS,EQUITY,USD,Consumer Cyclical,Auto Manufacturers,125665.0,449.06,449.36,447.405,444.04,452.43,214.25,498.83,56771364,76107855,60914060,1493492301824,1466379403264.0,311.8472,206.66486,18.665724,1.835,1.44,2.17289,,,0.0,0.05314,0.17006999,0.06628,0.1126,0.116,-0.371,95632998400,10768000000,hold,2.54348
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated,TXN,NMS,EQUITY,USD,Technology,Semiconductors,34000.0,193.31,194.98999,195.9102,191.13,196.4,139.95,221.69,6691594,7287842,6927600,175745302528,184505909248.0,35.211296,31.410099,10.568007,0.988,5.49,6.15439,5.68,2.94,0.9909,0.29208001,0.57483,0.36736,0.45262,0.142,0.007,17265999872,7815000064,hold,2.57895
TRI,Thomson Reuters Corp,Thomson Reuters Corporation,TRI,NMS,EQUITY,USD,Industrials,Specialty Business Services,26400.0,123.4,121.85,121.33,121.255,123.885,118.64,218.42,827266,1088788,1137420,55780585472,56604561408.0,31.886307,27.766214,4.667348,0.306,3.87,4.44425,2.38,1.93,0.5992,0.2382,0.39005002,0.2385,0.28213,0.034,0.415,7376000000,2080999936,buy,1.5625
VRSK,"Verisk Analytics, Inc.","Verisk Analytics, Inc.",VRSK,NMS,EQUITY,USD,Industrials,Consulting Services,7800.0,218.04,218.5,217.165,216.76,219.24,197.0,322.92,1044970,1482608,1200610,30463453184,33169795072.0,33.544613,28.295164,80.665924,0.809,6.5,7.70591,1.8,0.83,0.26770002,0.30418,0.69622004,0.45529,0.49173,0.059,0.045,3029499904,1489699968,buy,2.44444
VRTX,Vertex Pharmaceuticals Incorpor,Vertex Pharmaceuticals Incorporated,VRTX,NMS,EQUITY,USD,Healthcare,Biotechnology,6100.0,468.41,467.35,464.3636,462.77,470.34,362.5,519.68,1330042,1421470,1592010,120095948800,114392236032.0,33.00987,23.179504,6.868484,0.314,14.19,20.20794,,,0.0,0.31349,0.52716,0.40268,0.40192002,0.11,0.047,11723299840,4711799808,buy,1.8
WMT,Walmart Inc.,Walmart Inc.,WMT,NMS,EQUITY,USD,Consumer Defensive,Discount Stores,2100000.0,117.73,117.865005,118.15,117.1363,118.61,79.81,121.62,20806906,28228332,71026220,938643816448,1002587750400.0,41.164337,39.63413,9.766883,0.661,2.86,2.97042,0.94,0.8,0.3191,0.03259,0.24906999,0.0373,0.060749996,0.058,0.352,703060967424,42713001984,strong_buy,1.40476
WBD,"Warner Bros. Discovery, Inc. - ","Warner Bros. Discovery, Inc.",WBD,NMS,EQUITY,USD,Communication Services,Entertainment,35000.0,28.58,28.36,28.26,28.25,28.605,7.52,30.0,19187984,44148193,25410880,70863732736,101302509568.0,150.42105,-146.84273,1.9654769,1.572,0.19,-0.19463,,,0.0,0.01281,0.44484,0.087340005,0.2049,-0.06,,37862998016,7758000128,buy,2.38095
WDC,Western Digital Corporation,Western Digital Corporation,WDC,NMS,EQUITY,USD,Technology,Computer Hardware,40000.0,236.39,243.29,240.75,232.2,243.25,28.83,247.94,4655924,8843396,7755980,81033428992,,33.341324,21.824913,13.730832,1.845,7.09,10.8312,0.5,0.21,0.028199999,0.25459,0.40618,0.15403,0.28995,,,10126000128,2936000000,buy,1.62963
WDAY,"Workday, Inc.","Workday, Inc.",WDAY,NMS,EQUITY,USD,Technology,Software - Application,20588.0,189.26,188.18,187.01,186.33,190.34,180.56,283.68,2508414,2906837,3063210,50532417536,46725378048.0,79.856544,17.638117,5.627211,1.142,2.37,10.73017,,,0.0,0.06955,0.75636,0.10855,0.13108,0.126,0.306,9230999552,1210000000,buy,1.7907
XEL,Xcel Energy Inc.,Xcel Energy Inc.,XEL,NMS,EQUITY,USD,Utilities,Utilities - Regulated Electric,11380.0,74.99,75.880005,75.465,74.37,75.67,65.21,83.01,4210470,5433755,6242400,44359565312,78871396352.0,22.862804,18.22012,2.0939324,0.469,3.28,4.11578,2.28,3.04,0.6883,0.13459,0.45031,0.26615998,0.40013,0.074,-0.272,14227999744,5693000192,buy,1.55556
ZS,"Zscaler, Inc.","Zscaler, Inc.",ZS,NMS,EQUITY,USD,Technology,Software - Infrastructure,7923.0,209.62,208.31,209.14,207.32,210.65,164.78,336.99,1510293,1767477,1623260,33428353024,31943706624.0,,46.723324,16.862682,1.022,-0.25,4.48641,,,0.0,-0.01449,0.76767,-0.03875,-0.0239,0.255,,2833272064,-67705000,buy,1.62
